drug_chembl_id,drug_name,substrate_chembl_id,substrate_name,metabolite_chembl_id,metabolite_name,enzyme_name,enzyme_tid,organism,pathway_id,pathway_key,met_conversion,met_comment,references
CHEMBL1713,CIPROFLOXACIN,CHEMBL71,CHLORPROMAZINE,CHEMBL823,CHLORPROMAZINE SULFOXIDE,,,,1,,Oxidation of the sulfur atom in the ring,Organ: Liver and intestines|Comment: A major route of metabolism. THERE ARE ABOUT 100 METABOLITES OF CHLORPROMAZINE; THE METABOLIC REACTIONS SUCH AS SULFOXIDATION AND DEALKYLATION CAN FOLLOW ON FROM EACH OTHER (such as 7-hydroxylchlorpromazine sulfoxide as seen in PMID:  9121386),0443051488; 10901285; 8157044; 9121390
CHEMBL1713,CIPROFLOXACIN,CHEMBL71,CHLORPROMAZINE,CHEMBL824,NOR2-CHLORPROMAZINE,,,,1,,Dealkylation at the nitrogen atom of the aliphatic side chain.,Organ: Liver and intestines|Comment: A major route of metabolism. THERE ARE ABOUT 100 METABOLITES OF CHLORPROMAZINE; THE METABOLIC REACTIONS SUCH AS SULFOXIDATION AND DEALKYLATION CAN FOLLOW ON FROM EACH OTHER (such as 7-hydroxylchlorpromazine sulfoxide as seen in PMID:  9121386),0443051488; 10901285; 8157044; 9121390
CHEMBL498,CIPROFLOXACIN,CHEMBL498,CHLORPROPAMIDE,CHEMBL3184360,P-CHLOROBENZENESULFONYLUREA,,,,1,,Amide bond hydrolysis,Organ: Liver|Comment: Inactive. A major metabolic route. THERE ARE ABOUT 100 METABOLITES OF CHLORPROMAZINE; THE METABOLIC REACTIONS SUCH AS SULFOXIDATION AND DEALKYLATION CAN FOLLOW ON FROM EACH OTHER (such as 7-hydroxylchlorpromazine sulfoxide as seen in PMID:  9121386),0443051488; 15842554
CHEMBL498,CIPROFLOXACIN,CHEMBL498,CHLORPROPAMIDE,CHEMBL3544714,2-HYDROXYCHLOROPROPAMIDE,CYP2C19,CHEMBL3622,,1,,Hydroxylation,Organ: Liver|Comment: Inactive. A major metabolic route. THERE ARE ABOUT 100 METABOLITES OF CHLORPROMAZINE; THE METABOLIC REACTIONS SUCH AS SULFOXIDATION AND DEALKYLATION CAN FOLLOW ON FROM EACH OTHER (such as 7-hydroxylchlorpromazine sulfoxide as seen in PMID:  9121386),0443051488; 15842554
CHEMBL498,CIPROFLOXACIN,CHEMBL498,CHLORPROPAMIDE,CHEMBL3544714,2-HYDROXYCHLOROPROPAMIDE,CYP2C9,CHEMBL3397,,1,,Hydroxylation,Organ: Liver|Comment: Inactive. A major metabolic route. THERE ARE ABOUT 100 METABOLITES OF CHLORPROMAZINE; THE METABOLIC REACTIONS SUCH AS SULFOXIDATION AND DEALKYLATION CAN FOLLOW ON FROM EACH OTHER (such as 7-hydroxylchlorpromazine sulfoxide as seen in PMID:  9121386),0443051488; 15842554
CHEMBL498,CIPROFLOXACIN,CHEMBL498,CHLORPROPAMIDE,CHEMBL3544715,3-HYDROXYCHLORPROPAMIDE,,,,1,,Hydroxylation,Organ: Liver|Comment: Inactive. A major metabolic route. THERE ARE ABOUT 100 METABOLITES OF CHLORPROMAZINE; THE METABOLIC REACTIONS SUCH AS SULFOXIDATION AND DEALKYLATION CAN FOLLOW ON FROM EACH OTHER (such as 7-hydroxylchlorpromazine sulfoxide as seen in PMID:  9121386),0443051488; 15842554
CHEMBL1200781,CIPROFLOXACIN,CHEMBL549,CITALOPRAM,CHEMBL1649,DEMETHYLCITALOPRAM,CYP2C19,CHEMBL3622,,1,,N-demethylation,"""Organ: Liver|Comment: Predominant metabolite and route of metabolism. Has similar pharmacological properties as the parent drug (it selectively inhibits serotonin uptake) but it is much less potent than the parent drug, probably as it less lipophilic than the parent drug so it cannot as easily enter the CNS.""",label/2014/020822Orig1s046lbl.pdf; 0443051488; 11226815
CHEMBL1200781,CIPROFLOXACIN,CHEMBL549,CITALOPRAM,CHEMBL1649,DEMETHYLCITALOPRAM,CYP2D6,CHEMBL289,,1,,N-demethylation,"""Organ: Liver|Comment: Predominant metabolite and route of metabolism. Has similar pharmacological properties as the parent drug (it selectively inhibits serotonin uptake) but it is much less potent than the parent drug, probably as it less lipophilic than the parent drug so it cannot as easily enter the CNS.""",label/2014/020822Orig1s046lbl.pdf; 0443051488; 11226815
CHEMBL1200781,CIPROFLOXACIN,CHEMBL549,CITALOPRAM,CHEMBL1649,DEMETHYLCITALOPRAM,CYP3A4,CHEMBL340,,1,,N-demethylation,"""Organ: Liver|Comment: Predominant metabolite and route of metabolism. Has similar pharmacological properties as the parent drug (it selectively inhibits serotonin uptake) but it is much less potent than the parent drug, probably as it less lipophilic than the parent drug so it cannot as easily enter the CNS.""",label/2014/020822Orig1s046lbl.pdf; 0443051488; 11226815
CHEMBL1200781,CIPROFLOXACIN,CHEMBL549,CITALOPRAM,CHEMBL3544716,DIDEMETHYLCITALOPRAM,CYP2D7,CHEMBL3542437,,1,,N-demethylation,"""Organ: Liver|Comment: A major metabolite. Possibly cardiotoxic, has some pharmacological activity similar to the parent drug but much less potent than the parent drug.""",label/2014/020822Orig1s046lbl.pdf; 0443051488; 11226815
CHEMBL1200781,CIPROFLOXACIN,CHEMBL549,CITALOPRAM,CHEMBL3544716,DIDEMETHYLCITALOPRAM,CYP2C19,CHEMBL3622,,1,,N-demethylation,"""Organ: Liver|Comment: A major metabolite. Possibly cardiotoxic, has some pharmacological activity similar to the parent drug but much less potent than the parent drug.""",label/2014/020822Orig1s046lbl.pdf; 0443051488; 11226815
CHEMBL1200781,CIPROFLOXACIN,CHEMBL549,CITALOPRAM,CHEMBL3544716,DIDEMETHYLCITALOPRAM,CYP3A4,CHEMBL340,,1,,N-demethylation,"""Organ: Liver|Comment: A major metabolite. Possibly cardiotoxic, has some pharmacological activity similar to the parent drug but much less potent than the parent drug.""",label/2014/020822Orig1s046lbl.pdf; 0443051488; 11226815
CHEMBL1200781,CIPROFLOXACIN,CHEMBL549,CITALOPRAM,CHEMBL3544717,CITALOPRAM-N-OXIDE,,,,1,,N-oxidation,Organ: Liver|Comment: A major metabolite. Has some pharmacological activity similar to the parent drug but much less potent than the parent drug.,label/2014/020822Orig1s046lbl.pdf; 0443051488
CHEMBL1200781,CIPROFLOXACIN,CHEMBL549,CITALOPRAM,CHEMBL3544787,PROPIONIC ACID DERIVATIVE,Aldehyde Oxidase,CHEMBL3257,,1,,Deamination followed by carboxylation,"""Organ: Liver and Brain|Comment: A major metabolite. Has some pharmacological activity similar to the parent drug but is much less potent than the parent drug.  In vitro data suggests it is derived via a hypothetical aldehyde intermediate (produced by the monoamine oxygenase) which can't be identified in vitro, which is converted to the propionic acid derivative""",label/2014/020822Orig1s046lbl.pdf; 0443051488; 11226815
CHEMBL1200781,CIPROFLOXACIN,CHEMBL549,CITALOPRAM,CHEMBL3544787,PROPIONIC ACID DERIVATIVE,Monoamine Oxidase B,CHEMBL2039,,1,,Deamination followed by carboxylation,"""Organ: Liver and Brain|Comment: A major metabolite. Has some pharmacological activity similar to the parent drug but is much less potent than the parent drug.  In vitro data suggests it is derived via a hypothetical aldehyde intermediate (produced by the monoamine oxygenase) which can't be identified in vitro, which is converted to the propionic acid derivative""",label/2014/020822Orig1s046lbl.pdf; 0443051488; 11226815
CHEMBL1200927,CIPROFLOXACIN,CHEMBL1201353,DEXCHLORPHENIRAMINE,CHEMBL3544788,MONO-DESMETHYL CHLORPHENIRAMINE,,,,1,,N-demethylation,Organ: Unknown,10.1016/S0099-5428(08)60089-1
CHEMBL1200927,CIPROFLOXACIN,CHEMBL1201353,DEXCHLORPHENIRAMINE,CHEMBL3544789,DI-DESMETHYL CHLORPHENIRAMINE,,,,1,,N-demethylation,Organ: Unknown,10.1016/S0099-5428(08)60089-1
CHEMBL1201020,CIPROFLOXACIN,CHEMBL517,DISOPYRAMIDE,CHEMBL1307,MONO-N-DEALKYLATED METABOLITE,CYP3A4,CHEMBL340,,1,,N-dealkylation,"""Organ: Unknown, apparently there is very little presystemic metabolism|Comment: The major metabolite. Has less antiarrhythmic activity than the parent drug but has more anticholinergic activity.""",11a68e26-d2e4-48f6-ba0f-9bdd5778f25a#nlm34070-3; 10901704; 7213529
CHEMBL1741,CIPROFLOXACIN,CHEMBL1741,CLARITHROMYCIN,CHEMBL3544830,14R-HYDROXYCLARITHROMYCIN,CYP3A4,CHEMBL340,,1,,Hydroxylation in the 14 position,"""Organ: Liver|Comment: The predominant metabolite, accounting for most of the parent's metabolism; the major metabolite found in urine. Has similar antibacterial activity to the parent with twice the activity against Haemophilius influenzae, possibly acting synergistically with the parent against this species. May undergo secondary metabolism""",label/2013/050662s053lbl.pdf; 0443051488; 9780071624428; 19414584; 9152603
CHEMBL1741,CIPROFLOXACIN,CHEMBL1741,CLARITHROMYCIN,CHEMBL1947257,DESCLADINOSYL-6-O-METHYLERYTHROMYCIN,,,,1,,Hydrolysis of clarithrose sugar,Organ: Liver|Comment: Can undergo secondary metabolism. Produced alongside clanidose in the same reaction.,0443051488
CHEMBL1741,CIPROFLOXACIN,CHEMBL1741,CLARITHROMYCIN,CHEMBL3544845,CLANIDOSE,,,,1,,Hydrolysis of clarithrose sugar,Organ: Liver|Comment: Can undergo secondary metabolism. Produced alongside Descladinosyl-6-O-methylerythromycin in the same reaction.,0443051488
CHEMBL104,CIPROFLOXACIN,CHEMBL104,CLOTRIMAZOLE,CHEMBL1176,2-CHLOROPHENYL-BISPHENYLMETHANE,,,,1,,Loss of pyrazole structure,Organ: Liver|Comment: Inactive. THERE WAS MENTION OF 3 MINOR METABOLITES BUT NO INFORMATION COULD BE FOUND ON TWO OF THEM.,0443051488
CHEMBL104,CIPROFLOXACIN,CHEMBL1176,2-CHLOROPHENYL-BISPHENYLMETHANE,CHEMBL3544846,2-CHLOROPHENYL-4-HYDROXYPHENYL-PHENYLMETHANE,,,,1,,Phenolic hydroxylation.,Organ: Liver|Comment: Inactive. Major metabolite. THERE WAS MENTION OF 3 MINOR METABOLITES BUT NO INFORMATION COULD BE FOUND ON TWO OF THEM.,0443051488
CHEMBL411,CIPROFLOXACIN,CHEMBL411,DIETHYLSTILBESTROL,CHEMBL1018,BETA-DIENESTROL,Prostaglandin synthetase,CHEMBL3430865,,1,,Oxidation,Organ: Liver,6800648
CHEMBL1611,CIPROFLOXACIN,CHEMBL1908021,5-(P-HYDROXYPHENYL)-5-PHENYLDANTOIN,CHEMBL3544887,5-(P-HYDROXYPHENYL)-5-PHENYLDANTOIN O-GLUCURONIDE,,,,1,,Glucuronidation (Phase 2 metabolism),Organ: Liver,0443051488
CHEMBL1611,CIPROFLOXACIN,CHEMBL16,PHENYTOIN,CHEMBL3544888,5-5-BIS(4-HYDROXYPHENYL)HYDANTOIN,,,,1,,aromatic dihydroxylation,Organ: Liver,0443051488
CHEMBL1611,CIPROFLOXACIN,CHEMBL16,PHENYTOIN,CHEMBL1908020,5-(M-HYDROXYPHENYL)-5-PHENYLDANTOIN,,,,1,,aromatic hydroxylation,Organ: Liver,0443051488
CHEMBL1611,CIPROFLOXACIN,CHEMBL16,PHENYTOIN,CHEMBL3638281,"""5-(3,4-DIHYDROXY-1,5-CYCLOHEXADIENE-1-YL)-5-PHENYLDANTOIN""",,,,1,,,Organ: Liver,0443051488
CHEMBL1611,CIPROFLOXACIN,CHEMBL3548560,"""5-(3,4-DIHYDROXYPHENYL)-5-PHENYLDANTOIN""",CHEMBL3544501,5-(4-HYDROXY-3-METHOXYPHENYL)-5-PHENYLDANTOIN,,,,1,,hydroxyl methylation,Organ: Liver,0443051488
CHEMBL1611,CIPROFLOXACIN,CHEMBL16,PHENYTOIN,CHEMBL3544523,DIPHENYLDANTOIC ACID,,,,1,,ring opening via hydrolysis of an amide bond,Organ: Liver,0443051488
CHEMBL1542,CIPROFLOXACIN,CHEMBL1542,AZATHIOPRINE,CHEMBL1425,6-MERCAPTOPURINE,,,,1,,"""cleavage of the C-S bond at the imidazole group, eliminating the imidazole""",Organ: Liver and blood|Comment: 6'-mercaptopurine is the major metabolite of azathioprine and like its parent it is extensively metabolized,"""label/2014/016324s037,017391s016lbl.pdf; 0443051488; 9780071624428"""
CHEMBL1542,CIPROFLOXACIN,CHEMBL1425,6-MERCAPTOPURINE,CHEMBL1178,METHYL-6-MERCAPTOPURINE,TPMT,CHEMBL2500,,1,,thiol methylation,Organ: Liver and blood|Comment: Inactive metabolite,"""label/2014/016324s037,017391s016lbl.pdf"""
CHEMBL1542,CIPROFLOXACIN,CHEMBL1425,6-MERCAPTOPURINE,CHEMBL1237125,THIOINOSINE MONOPHOSPHATE,HGPRT,CHEMBL2360,,1,,formation of a glycosidic bond between the N atom at the 9' position of 6'-mercaptopurine and the carbon at the 1' position of the ribose sugar of a phosphoribose,"""Organ: Liver and blood|Comment: Active metabolite of 6'-mercaptoprine, which is subsequently metabolised into the 6'-thioguanine nucleotides the metabolites responsible for cytotoxicity""","""label/2014/016324s037,017391s016lbl.pdf; 0443051488"""
CHEMBL1542,CIPROFLOXACIN,CHEMBL1542,AZATHIOPRINE,CHEMBL3544542,1-METHYL-4-NITRO-5-THIO-IMIDAZOLE,,,,1,,"""cleavage of the C-S bond at the imidazole group, eliminating the purine, with the thiol attached to the imidazole.""",Organ: Liver and blood,0443051488
CHEMBL1542,CIPROFLOXACIN,CHEMBL1542,AZATHIOPRINE,CHEMBL3544543,1-METHYL-4-NITRO-IMIDAZOLE,,,,1,,"""cleavage of the C-S bond at the imidazole group, eliminating the purine, with the thiol attached to the purine.""",Organ: Liver and blood,0443051488
CHEMBL1542,CIPROFLOXACIN,CHEMBL1542,AZATHIOPRINE,CHEMBL3638282,1-METHYL-4-NITRO-5-(S-GLUTATHIONYL) IMIDAZOLE,,,,1,,imidazole cleaved from azathioprine undergoes glutathione conjugation at the S atom,Organ: Liver and blood|Comment: metabolite produced alongside 6'-mercaptopurine in the metabolisation of azathioprine,0443051488
CHEMBL1200804,CIPROFLOXACIN,CHEMBL139,DICLOFENAC,CHEMBL1031,5'-HYDROXY-DICLOFENAC,CYP2C8,CHEMBL3721,,1,,hydroxylation,Organ: Liver|Comment: can undergo subsequent glucuronide and sulfonation conjugation,label/2009/022202lbl.pdf; label/2011/020142s021s022lbl.pdf; label/2016/022165s011lbl.pdf; 11829203
CHEMBL1200804,CIPROFLOXACIN,CHEMBL139,DICLOFENAC,CHEMBL1031,5'-HYDROXY-DICLOFENAC,CYP3A4,CHEMBL340,,1,,hydroxylation,Organ: Liver|Comment: can undergo subsequent glucuronide and sulfonation conjugation,label/2009/022202lbl.pdf; label/2011/020142s021s022lbl.pdf; label/2016/022165s011lbl.pdf; 11829203
CHEMBL1200804,CIPROFLOXACIN,CHEMBL139,DICLOFENAC,CHEMBL1031,5'-HYDROXY-DICLOFENAC,CYP2C19,CHEMBL3622,,1,,hydroxylation,Organ: Liver|Comment: can undergo subsequent glucuronide and sulfonation conjugation,label/2009/022202lbl.pdf; label/2011/020142s021s022lbl.pdf; label/2016/022165s011lbl.pdf; 11829203
CHEMBL1200804,CIPROFLOXACIN,CHEMBL139,DICLOFENAC,CHEMBL1031,5'-HYDROXY-DICLOFENAC,CYP2C18,CHEMBL2408,,1,,hydroxylation,Organ: Liver|Comment: can undergo subsequent glucuronide and sulfonation conjugation,label/2009/022202lbl.pdf; label/2011/020142s021s022lbl.pdf; label/2016/022165s011lbl.pdf; 11829203
CHEMBL1200804,CIPROFLOXACIN,CHEMBL139,DICLOFENAC,CHEMBL1031,5'-HYDROXY-DICLOFENAC,CYP2B6,CHEMBL4729,,1,,hydroxylation,Organ: Liver|Comment: can undergo subsequent glucuronide and sulfonation conjugation,label/2009/022202lbl.pdf; label/2011/020142s021s022lbl.pdf; label/2016/022165s011lbl.pdf; 11829203
CHEMBL1200804,CIPROFLOXACIN,CHEMBL139,DICLOFENAC,CHEMBL1033,3'-HYDROXY-4'-METHOXY-DICLOFENAC,CYP2C9,CHEMBL3397,,1,,hydroxylation and methoxylation,Organ: Liver|Comment: can undergo subsequent glucuronide and sulfonation conjugation,label/2009/022202lbl.pdf; label/2011/020142s021s022lbl.pdf; label/2016/022165s011lbl.pdf; 11829203
CHEMBL1200477,CIPROFLOXACIN,CHEMBL3544865,OXYPURINOL-1-RIBONUCLEOTIDE,CHEMBL3544864,OXYPURINOL-1-RIBOSIDE,Phosphatase,,,1,,Cleavage of phosphodiester bond,"""Organ: Liver, intestines ad plasma|Comment: This metabolite can be produced via a different metabolic pathway depending on which tissue it occurs in or if it occurs in plasma.""",0443051488
CHEMBL1200477,CIPROFLOXACIN,CHEMBL859,OXYPURINOL,CHEMBL3544866,OXOPURINOL-7-RIBOSIDE,Nucleoside phosphorylase,,,1,,Conjugation of ribose sugar to N7,"""Organ: Liver, intestines ad plasma|Comment: This metabolite can be produced via a different metabolic pathway depending on which tissue it occurs in or if it occurs in plasma.""",0443051488
CHEMBL1200477,CIPROFLOXACIN,CHEMBL3544866,OXOPURINOL-7-RIBOSIDE,CHEMBL3544867,OXYPURINOL-7-RIBONUCLEOTIDE,Uridine Kinase,CHEMBL3542438,,1,,Formation of phosphodiester bond at the 5' position of the ribose sugar with a phosphate,"""Organ: Liver, intestines ad plasma|Comment: This metabolite can be produced via a different metabolic pathway depending on which tissue it occurs in or if it occurs in plasma.""",0443051488
CHEMBL1200477,CIPROFLOXACIN,CHEMBL859,OXYPURINOL,CHEMBL3544867,OXYPURINOL-7-RIBONUCLEOTIDE,UMPS,CHEMBL5216,,1,,Conjugation of a ribose 5-phosphate to N7,"""Organ: Liver, intestines ad plasma|Comment: This metabolite can be produced via a different metabolic pathway depending on which tissue it occurs in or if it occurs in plasma.""",0443051488
CHEMBL1200477,CIPROFLOXACIN,CHEMBL3544867,OXYPURINOL-7-RIBONUCLEOTIDE,CHEMBL3544866,OXOPURINOL-7-RIBOSIDE,Phosphatase,,,1,,Cleavage of phosphodiester bond,"""Organ: Liver, intestines ad plasma|Comment: This metabolite can be produced via a different metabolic pathway depending on which tissue it occurs in or if it occurs in plasma.""",0443051488
CHEMBL661,CIPROFLOXACIN,CHEMBL661,ALPRAZOLAM,CHEMBL1313,4-HYDROXYALPRAZOLAM,CYP3A4,CHEMBL340,,1,,Hydroxylation at the 4 position,"""Organ: Liver|Comment: Predominant metabolite. Active but due to its rapid conjugation with glucuronic acid, it is essentially inactive. Found in plasma and urine. 29 METABOLITES OF ALPRAZOLAM HAVE BEEN IDENTIFIED BUT NO FURTHER INFORMATION COULD BE FOUND.""",label/2011/021726s008lbl.pdf; 0443051488; 22159869
CHEMBL661,CIPROFLOXACIN,CHEMBL1313,4-HYDROXYALPRAZOLAM,CHEMBL3544744,4-HYDROXYALPRAZOLAM GLUCURONIDE CONJUGATE,,,,1,,Glucuronic acid conjugation,Organ: Liver|Comment: Found in urine. 29 METABOLITES OF ALPRAZOLAM HAVE BEEN IDENTIFIED BUT NO FURTHER INFORMATION COULD BE FOUND.,0443051488; 22159869
CHEMBL661,CIPROFLOXACIN,CHEMBL3246317,1-HYDROXYALPRAZOLAM,CHEMBL3544745,1-HYDROXYALPRAZOLAM GLUCURONIDE CONJUGATE,,,,1,,Glucuronic acid conjugation,Organ: Liver|Comment: Found in urine. 29 METABOLITES OF ALPRAZOLAM HAVE BEEN IDENTIFIED BUT NO FURTHER INFORMATION COULD BE FOUND.,0443051488; 22159869
CHEMBL661,CIPROFLOXACIN,CHEMBL1313,4-HYDROXYALPRAZOLAM,CHEMBL3246755,"""1,4-DIHYDROXYALPRAZOLAM""",CYP3A4,CHEMBL340,,1,,Hydroxylation at the 1 position,Organ: Liver|Comment: Found in urine. 29 METABOLITES OF ALPRAZOLAM HAVE BEEN IDENTIFIED BUT NO FURTHER INFORMATION COULD BE FOUND.,0443051488
CHEMBL661,CIPROFLOXACIN,CHEMBL3246317,1-HYDROXYALPRAZOLAM,CHEMBL3246755,"""1,4-DIHYDROXYALPRAZOLAM""",CYP3A4,CHEMBL340,,1,,Hydroxylation at the 4 position,Organ: Liver|Comment: Found in urine. 29 METABOLITES OF ALPRAZOLAM HAVE BEEN IDENTIFIED BUT NO FURTHER INFORMATION COULD BE FOUND.,0443051488
CHEMBL661,CIPROFLOXACIN,CHEMBL3246755,"""1,4-DIHYDROXYALPRAZOLAM""",CHEMBL3544746,"""1,4-DIHYDROXYALPRAZOLAM GLUCURONIDE CONJUGATE""",,,,1,,Glucuronic acid conjugation,Organ: Liver|Comment: Found in urine. 29 METABOLITES OF ALPRAZOLAM HAVE BEEN IDENTIFIED BUT NO FURTHER INFORMATION COULD BE FOUND.,0443051488
CHEMBL1241153,CIPROFLOXACIN,CHEMBL521,IBUPROFEN,CHEMBL3544649,3-HYDROXYIBUPROFEN,CYP2C9,CHEMBL3397,,1,,Hydroxylation at the C3 atom,Organ: Liver|Comment: The major route of metabolism. Can undergo subsequent glucuronidation. Stereoselectivity towards the S enantiomer.,10.1016/S0006-2952(97)00143-3; label/2013/021903s008lbl.pdf
CHEMBL1201146,CIPROFLOXACIN,CHEMBL1201146,NORETHINDRONE ACETATE,CHEMBL1162,NORETHINDRONE,,,,1,,Deacylation,"""Organ: Liver and Intestines|Comment: Can undergo further metabolism including reduction, hydroxylation and sulfate and glucuronide conjugation. APPARENTLY ACTIVE METABOLITES SUCH AS 4.5-EPOXIDE HAVE BEEN IDENTIFIED BUT THERE IS INSUFFICIENT INFORMATION FOR THEM TO BE INCLUDED""",10.1016/j.steroids.2003.08.003; 17000101; 8788144
CHEMBL1201146,CIPROFLOXACIN,CHEMBL1162,NORETHINDRONE,CHEMBL3638295,NORETHINDRONE GLUCURONIDE,,,,1,,Glucuronide conjugation,Organ: Liver and Intestines|Comment: Glucuronides are the major urinary metabolites. APPARENTLY ACTIVE METABOLITES SUCH AS 4.5-EPOXIDE HAVE BEEN IDENTIFIED BUT THERE IS INSUFFICIENT INFORMATION FOR THEM TO BE INCLUDED,10.1016/j.steroids.2003.08.003; label/2007/018405s023lbl.pdf; 0443051488
CHEMBL1201146,CIPROFLOXACIN,CHEMBL3544513,5 BETA-DIHYDRONORETHIDRONE,CHEMBL3544749,5 BETA-DIHYDRONORETHIDRONE GLUCURONIDE,,,,1,,Glucuronide conjugation,Organ: Liver and Intestines|Comment: Glucuronides are the major urinary metabolites. APPARENTLY ACTIVE METABOLITES SUCH AS 4.5-EPOXIDE HAVE BEEN IDENTIFIED BUT THERE IS INSUFFICIENT INFORMATION FOR THEM TO BE INCLUDED,10.1016/j.steroids.2003.08.003; label/2007/018405s023lbl.pdf; 0443051488
CHEMBL1201146,CIPROFLOXACIN,CHEMBL3273990,"""5 BETA,3 ALPHA TETRAHYDRONORETHINDRONE""",CHEMBL3638296,"""5 BETA,3 ALPHA TETRAHYDRONORETHINDRONE GLUCURONIDE CONJUGATE""",,,,1,,Glucuronide conjugation,Organ: Liver and Intestines|Comment: Glucuronides are the major urinary metabolites. APPARENTLY ACTIVE METABOLITES SUCH AS 4.5-EPOXIDE HAVE BEEN IDENTIFIED BUT THERE IS INSUFFICIENT INFORMATION FOR THEM TO BE INCLUDED,10.1016/j.steroids.2003.08.003; label/2007/018405s023lbl.pdf; 0443051488
CHEMBL1201146,CIPROFLOXACIN,CHEMBL3544513,5 BETA-DIHYDRONORETHIDRONE,CHEMBL3273991,"""5 BETA,3 BETA-TETRAHYDRONORETHINDRONE""",,,,1,,"""Reductive hydroxylation at the 3 position, forming the beta isomer""","""Organ: Liver and Intestines|Comment: Hydroxylation is a minor pathway of metabolism, this is a less preferred isomer.  APPARENTLY ACTIVE METABOLITES SUCH AS 4.5-EPOXIDE HAVE BEEN IDENTIFIED BUT THERE IS INSUFFICIENT INFORMATION FOR THEM TO BE INCLUDED""",0443051488; 17000101; 8788144
CHEMBL1201146,CIPROFLOXACIN,CHEMBL3273991,"""5 BETA,3 BETA-TETRAHYDRONORETHINDRONE""",CHEMBL3638298,"""5 BETA,3 BETA-TETRAHYDRONORETHINDRONE GLUCURONIDE CONJUGATE""",,,,1,,Glucuronide conjugation,Organ: Liver and Intestines|Comment: Glucuronides are the major urinary metabolites. APPARENTLY ACTIVE METABOLITES SUCH AS 4.5-EPOXIDE HAVE BEEN IDENTIFIED BUT THERE IS INSUFFICIENT INFORMATION FOR THEM TO BE INCLUDED,10.1016/j.steroids.2003.08.003
CHEMBL1201146,CIPROFLOXACIN,CHEMBL3273991,"""5 BETA,3 BETA-TETRAHYDRONORETHINDRONE""",CHEMBL3638298,"""6 BETA,3 BETA-TETRAHYDRONORETHINDRONE GLUCURONIDE CONJUGATE""",,,,1,,Glucuronide conjugation,Organ: Liver and Intestines|Comment: Glucuronides are the major urinary metabolites. APPARENTLY ACTIVE METABOLITES SUCH AS 4.5-EPOXIDE HAVE BEEN IDENTIFIED BUT THERE IS INSUFFICIENT INFORMATION FOR THEM TO BE INCLUDED,0443051488
CHEMBL1201146,CIPROFLOXACIN,CHEMBL3273991,"""5 BETA,3 BETA-TETRAHYDRONORETHINDRONE""",CHEMBL3638298,"""7 BETA,3 BETA-TETRAHYDRONORETHINDRONE GLUCURONIDE CONJUGATE""",,,,1,,Glucuronide conjugation,Organ: Liver and Intestines|Comment: Glucuronides are the major urinary metabolites. APPARENTLY ACTIVE METABOLITES SUCH AS 4.5-EPOXIDE HAVE BEEN IDENTIFIED BUT THERE IS INSUFFICIENT INFORMATION FOR THEM TO BE INCLUDED,label/2007/018405s023lbl.pdf
CHEMBL1201146,CIPROFLOXACIN,CHEMBL3273987,5 ALPHA-DIHYDRONORETHINDRONE,CHEMBL3273989,"""5 ALPHA,3 BETA-TETRAHYDRONORETHINDRONE""",,,,1,,"""Reductive hydroxylation at the 3 position, forming the beta isomer""","""Organ: Liver and Intestines|Comment: Hydroxylation is a minor pathway of metabolism, this is a less preferred isomer. APPARENTLY ACTIVE METABOLITES SUCH AS 4.5-EPOXIDE HAVE BEEN IDENTIFIED BUT THERE IS INSUFFICIENT INFORMATION FOR THEM TO BE INCLUDED""",0443051488; 17000101; 8788144
CHEMBL1201146,CIPROFLOXACIN,CHEMBL3273989,"""5 ALPHA,3 BETA-TETRAHYDRONORETHINDRONE""",CHEMBL3638300,"""5 ALPHA,3 BETA-TETRAHYDRONORETHINDRONE GLUCURONIDE CONJUGATE""",,,,1,,Glucuronide conjugation,Organ: Liver and Intestines|Comment: Glucuronides are the major urinary metabolites. APPARENTLY ACTIVE METABOLITES SUCH AS 4.5-EPOXIDE HAVE BEEN IDENTIFIED BUT THERE IS INSUFFICIENT INFORMATION FOR THEM TO BE INCLUDED,10.1016/j.steroids.2003.08.003; label/2007/018405s023lbl.pdf; 0443051488
CHEMBL1201146,CIPROFLOXACIN,CHEMBL3273987,5 ALPHA-DIHYDRONORETHINDRONE,CHEMBL3273988,"""5 ALPHA,3 ALPHA-TETRAHYDRONORETHINDRONE""",,,,1,,Reductive hydroxylation at the 3 position forming the alpha isomer,"""Organ: Liver and Intestines|Comment: Hydroxylation is a minor pathway of metabolism, this is a less preferred isomer. APPARENTLY ACTIVE METABOLITES SUCH AS 4.5-EPOXIDE HAVE BEEN IDENTIFIED BUT THERE IS INSUFFICIENT INFORMATION FOR THEM TO BE INCLUDED""",10.1016/j.steroids.2003.08.003; 0443051488; 17000101; 8788144
CHEMBL1201146,CIPROFLOXACIN,CHEMBL3273988,"""5 ALPHA,3 ALPHA-TETRAHYDRONORETHINDRONE""",CHEMBL3638303,"""5 ALPHA,3 ALPHA-TETRAHYDRONORETHINDRONE SULFATE CONJUGATE""",,,,1,,Sulfate conjugation,Organ: Liver and Intestines|Comment: Sulfates are the major circulating metabolites. APPARENTLY ACTIVE METABOLITES SUCH AS 4.5-EPOXIDE HAVE BEEN IDENTIFIED BUT THERE IS INSUFFICIENT INFORMATION FOR THEM TO BE INCLUDED,10.1016/j.steroids.2003.08.003; label/2007/018405s023lbl.pdf; 0443051488
